k21_172884_3	macrolide_lnu(B)_1_AJ238249	0.0	99.484	100
k21_172884_4	macrolide_lnu(B)_1_AJ238249	3.00e-109	100.000	100
k21_2169_1	beta-lactamase_blaADC-25_1_EF016355	0.0	96.878	100
k21_60883_3	beta-lactamase_blaKPC-3_1_HM769262	0.0	100.000	100
k21_60883_3	beta-lactamase_blaKPC-10_1_GQ140348	0.0	99.887	100
k21_60883_3	beta-lactamase_blaKPC-8_1_FJ234412	0.0	99.887	100
k21_60883_3	beta-lactamase_blaKPC-7_1_EU729727	0.0	99.887	100
k21_60883_3	beta-lactamase_blaKPC-2_1_AY034847	0.0	99.887	100
k21_60883_3	beta-lactamase_blaKPC-12_1_HQ342889	0.0	99.773	100
k21_60883_3	beta-lactamase_blaKPC-11_1_HM066995	0.0	99.773	100
k21_60883_3	beta-lactamase_blaKPC-6_1_EU555534	0.0	99.773	100
k21_60883_3	beta-lactamase_blaKPC-5_1_EU400222	0.0	99.773	100
k21_60883_3	beta-lactamase_blaKPC-1_1_AF297554	0.0	99.773	100
k21_60883_3	beta-lactamase_blaKPC-4_1_FJ473382	0.0	99.660	100
k21_60883_3	beta-lactamase_blaKPC-16_1_KC465199	0.0	99.546	100
k21_60883_3	beta-lactamase_blaKPC-13_1_HQ342890	0.0	99.433	100
k21_60883_3	beta-lactamase_blaKPC-15_1_KC433553	0.0	99.093	100
k21_60883_3	beta-lactamase_blaKPC-14_1_JX524191	0.0	99.206	100
k21_60883_3	beta-lactamase_blaKPC-9_1_FJ624872	0.0	99.883	97
k21_121172_1	beta-lactamase_blaOXA-9_2_JF703130	0.0	100.000	100
k21_179992_2	beta-lactamase_blaZEG-1_1_AY265891	1.50e-59	71.533	81
k21_179992_2	beta-lactamase_blaACT-5_1_FJ237369	1.18e-45	70.389	85
k21_179992_2	beta-lactamase_blaACT-14_1_JX440354	2.56e-42	71.880	54
k21_8043_1	aminoglycoside_aph(3')-Ia_1_V00359	0.0	100.000	100
k21_8043_1	aminoglycoside_aph(3')-Ic_1_X62115	0.0	99.386	99
k21_124316_2	tetracycline_tet(M)_1_X92947	0.0	100.000	100
k21_124316_2	tetracycline_tet(M)_13_AM990992	0.0	99.712	100
k21_124316_2	tetracycline_tet(M)_9_X56353	0.0	99.712	100
k21_124316_2	tetracycline_tet(M)_4_X75073	0.0	99.520	100
k21_124316_2	tetracycline_tet(M)_3_U08812	0.0	99.328	100
k21_124316_2	tetracycline_tet(M)_5_U58985	0.0	99.232	100
k21_124316_2	tetracycline_tet(M)_7_FN433596	0.0	95.869	100
k21_124316_2	tetracycline_tet(M)_6_M21136	0.0	95.869	100
k21_124316_2	tetracycline_tet(M)_2_X90939	0.0	95.773	100
k21_124316_2	tetracycline_tet(M)_8_X04388	0.0	94.909	100
k21_124316_2	tetracycline_tet(M)_12_FR671418	0.0	94.813	100
k21_124316_2	tetracycline_tet(M)_11_JN846696	0.0	93.276	100
k21_124316_2	tetracycline_tet(M)_10_EU182585	0.0	93.276	100
k21_124316_2	tetracycline_tet(S)_3_X92946	0.0	80.537	99
k21_124316_2	tetracycline_tet(S)_2_L09756	0.0	80.537	99
k21_124316_2	tetracycline_tet(S)_1_DQ377340	0.0	80.537	99
